No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi_x,Provinsi_y,Provinsi
787.0, 2403,KABUPATEN TTS,16,990,49.49,38.95,29.71,76.13,"48,57",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
788.0, 2403,KABUPATEN TTS,16,990,80.54,80.45,79.74,82.35,"80,77",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
789.0, 2404,KABUPATEN TTU,9,488,54.7,41.43,31.81,74.54,"50,62",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
790.0, 2404,KABUPATEN TTU,9,488,84.54,83.36,81.53,84.08,"83,38",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
791.0, 2405,KABUPATEN BELU,7,621,55.62,43.16,28.04,75.55,"50,59",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
792.0, 2405,KABUPATEN BELU,7,621,80.12,79.05,78.89,81.36,"79,86",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
793.0, 2406,KABUPATEN ALOR,13,831,51.92,44.93,30.46,78.72,"51,51",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
794.0, 2406,KABUPATEN ALOR,13,831,82.1,81.38,81.23,83.31,"82,01",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
795.0, 2407,KABUPATEN FLORES TIMUR,8,663,61.07,39.12,29.17,79.89,"52,31",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
796.0, 2407,KABUPATEN FLORES TIMUR,8,663,71.95,69.92,67.84,82.91,"73,16",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
797.0, 2408,KABUPATEN SIKKA,12,1444,61.81,37.17,28.93,82.25,"52,54",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
798.0, 2408,KABUPATEN SIKKA,12,1444,81.6,80.18,80.05,82.2,"81,01",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
799.0, 2409,KABUPATEN ENDE,8,1111,58.13,34.9,27.88,80.4,"50,33",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
800.0, 2409,KABUPATEN ENDE,8,1111,83.46,80.95,80.87,86.09,"82,84",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
801.0, 2410,KABUPATEN NGADA,5,412,55.24,38.88,25.64,77.88,"49,41",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
802.0, 2410,KABUPATEN NGADA,5,412,81.62,77.93,78.19,84.1,"80,46",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
803.0, 2411,KABUPATEN MANGGARAI,10,1480,66.12,54.52,61.61,79.33,"65,40",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
804.0, 2411,KABUPATEN MANGGARAI,10,1480,83.77,83.28,81.77,83.93,"83,19",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
805.0, 2412,KABUPATEN SUMBA TIMUR,6,768,45.7,34.29,23.56,71.59,"43,79",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
806.0, 2412,KABUPATEN SUMBA TIMUR,6,768,77.14,75.83,74.19,80.38,"76,89",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
807.0, 2413,KABUPATEN SUMBA BARAT,4,477,49.38,37.1,33.68,72.91,"48,27",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
808.0, 2413,KABUPATEN SUMBA BARAT,4,477,83.15,82.25,82.29,83.3,"82,75",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
809.0, 2414,KABUAPTEN LEMBATA,9,336,63.41,40.08,29.83,78.06,"52,85",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
810.0, 2414,KABUAPTEN LEMBATA,9,336,85.22,83.73,83.74,85.22,"84,48",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
811.0, 2415,KABUPATEN ROTE NDAO,5,253,60.92,64.21,47.64,82.91,"63,92",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
812.0, 2415,KABUPATEN ROTE NDAO,5,253,83.49,81.83,81.73,83.49,"82,64",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
813.0, 2416,KABUPATEN MANGGARAI BARAT,4,444,61.13,45.81,35.17,77.46,"54,89",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
814.0, 2416,KABUPATEN MANGGARAI BARAT,4,444,81.14,80.79,80.47,81.7,"81,03",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
815.0, 2417,KABUPATEN NAGEKEO,3,333,59.97,35.29,26.83,81.77,"50,97",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
816.0, 2417,KABUPATEN NAGEKEO,3,333,77.16,76.13,75.46,83.92,"78,17",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
817.0, 2418,KABUPATEN SUMBA TENGAH,2,342,43.44,35.35,22.64,70.13,"42,89",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
818.0, 2418,KABUPATEN SUMBA TENGAH,2,342,85.57,85.57,84.95,86.12,"85,55",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
819.0, 2419,KABUPATEN SUMBA BARAT DAYA,4,1087,57.03,63.76,63.58,79.21,"65,90",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
820.0, 2419,KABUPATEN SUMBA BARAT DAYA,4,1087,83.75,83.47,82.74,84.69,"83,66",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
821.0, 2420,KABUPATEN MANGARAI TIMUR,3,236,63.03,58.42,56.71,73.41,"62,89",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
822.0, 2420,KABUPATEN MANGARAI TIMUR,3,236,81.06,80.44,80.11,82.75,"81,09",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
823.0, 2421,KABUPATEN SABU RAIJUA,1,134,44.21,29.19,21.57,80.39,"43,84",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
824.0, 2421,KABUPATEN SABU RAIJUA,1,134,79.22,78.25,77.18,81.4,"79,01",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
825.0, 2422,KABUPATEN MALAKA,5,276,65.41,53.72,58.44,81.9,"64,87",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
826.0, 2422,KABUPATEN MALAKA,5,276,81.35,79.61,77.97,87.15,"81,52",2015,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,20,2251,57.81,55.22,43.17,73.0,"57,30",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,15,533,48.53,45.55,29.59,75.05,"49,68",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,17,979,47.09,44.56,30.82,72.44,"48,73",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,9,589,50.31,43.65,38.43,75.04,"51,86",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,7,598,55.15,45.29,29.59,0.0,"32,51",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,15,717,48.12,50.24,31.96,72.55,"50,72",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,9,764,55.48,42.95,30.12,71.2,"49,94",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,12,1337,57.08,42.64,29.35,75.87,"51,24",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,7,1246,55.76,40.43,26.4,71.72,"48,58",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,5,418,54.57,46.04,28.82,72.63,"50,52",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,10,1380,56.21,54.01,42.99,72.19,"56,35",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,7,821,44.06,40.9,25.45,69.26,"44,92",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,6,667,48.27,43.32,33.22,72.41,"49,31",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
405.0, 2414,KABUAPTEN LEMBATA,9,355,57.71,47.06,28.41,75.46,"52,16",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,5,175,53.87,49.03,38.24,73.22,"53,59",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,5,629,56.13,50.16,33.27,70.2,"52,44",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,4,335,61.11,47.6,42.12,78.03,"57,22",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,2,355,43.96,47.39,26.49,70.29,"47,03",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,8,1667,59.94,66.15,50.72,78.27,"63,77",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,7,467,59.44,57.7,42.01,72.1,"57,81",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,156,52.18,50.26,46.37,80.39,"57,30",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,5,307,49.42,45.12,32.38,74.05,"50,24",2016,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,23,2351,58.73,42.8,35.72,72.29,"52,39",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,21,576,50.27,36.42,29.33,73.19,"47,30",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,20,1254,50.45,40.33,33.3,71.16,"48,81",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,15,737,49.85,34.95,27.58,71.49,"45,97",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,8,611,53.58,40.35,31.57,70.8,"49,08",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,14,632,50.79,45.3,35.03,74.4,"51,38",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,12,758,57.53,35.62,32.05,72.77,"49,49",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,14,1288,58.75,39.91,30.67,73.63,"50,74",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,13,1250,58.72,34.26,28.23,69.87,"47,77",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,8,467,56.13,38.57,28.91,71.81,"48,86",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,10,1558,52.29,39.36,26.62,71.75,"47,51",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,8,733,43.75,33.05,21.96,67.71,"41,62",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,6,592,43.26,33.69,26.76,69.41,"43,28",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,10,305,61.82,37.44,33.85,72.66,"51,44",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,5,187,54.03,48.35,34.61,72.83,"52,46",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,10,790,58.61,45.16,37.7,72.23,"53,43",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,5,427,61.18,41.18,34.01,77.08,"53,36",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,2,338,44.9,31.18,30.56,72.64,"44,82",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,12,1703,48.53,49.86,40.24,71.35,"52,50",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,11,503,60.12,54.76,48.94,74.91,"59,68",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,158,42.38,28.1,22.22,68.78,"40,37",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,5,324,46.85,41.99,33.94,73.76,"49,14",2017,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,24,2708,57.9,38.18,32.78,40.65,"42,38",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,23,741,54.13,36.11,28.36,41.76,"40,09",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,20,1374,53.36,37.45,32.47,37.42,"40,18",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,19,774,54.36,32.53,29.68,39.37,"38,99",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,9,850,58.09,37.4,28.9,41.19,"41,40",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,14,673,54.43,38.3,33.74,40.35,"41,71",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,12,771,58.67,32.39,31.19,38.23,"40,12",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,16,1545,60.85,35.57,29.15,40.65,"41,56",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,15,1666,59.82,32.55,29.58,36.65,"39,65",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,10,656,56.39,31.08,27.55,36.39,"37,85",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,10,2220,57.36,38.83,29.69,37.2,"40,77",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,8,750,51.94,31.7,27.38,34.62,"36,41",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,6,734,49.03,32.06,26.34,35.66,"35,77",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,10,346,61.36,34.85,27.71,40.37,"41,07",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,5,244,53.55,34.59,32.85,39.4,"40,10",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,9,929,57.43,42.95,37.8,37.99,"44,04",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,4,520,57.57,30.83,30.01,39.85,"39,57",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,2,373,53.04,34.37,21.4,35.08,"35,97",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,30,1912,55.46,50.05,36.79,44.57,"46,72",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,11,718,56.33,39.94,33.85,41.04,"42,79",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,215,52.23,30.22,23.83,30.04,"34,08",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,5,383,48.97,29.24,30.31,35.21,"35,93",2018,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,24,2748,60.01,39.26,31.22,42.14,"43,16",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,22,810,53.08,37.43,31.59,40.44,"40,64",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN T T S,23,1435,49.32,36.59,29.94,37.86,"38,43",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN T T U,20,987,54.36,36.33,30.84,43.94,"41,37",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,9,1039,54.99,37.49,29.74,42.54,"41,19",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,14,640,48.93,34.0,30.09,37.16,"37,55",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,12,843,60.47,35.77,31.4,41.69,"42,33",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,16,1831,61.2,36.8,30.65,42.08,"42,68",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,15,1636,59.73,36.02,29.82,38.76,"41,08",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,10,648,59.01,35.42,28.34,40.29,"40,77",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,12,2460,56.96,38.62,30.61,41.73,"41,98",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,9,739,46.16,33.91,28.32,39.57,"36,99",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,7,866,47.42,35.28,27.92,35.71,"36,58",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,10,445,60.12,39.35,30.71,41.95,"43,03",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,5,313,51.8,35.01,31.06,39.36,"39,31",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,9,1176,57.97,40.93,32.16,42.31,"43,34",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,5,608,58.42,35.61,30.69,41.0,"41,43",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,3,469,46.52,37.95,29.86,39.57,"38,48",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,34,2391,46.55,38.94,33.25,42.94,"40,42",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,11,917,55.71,40.71,34.73,42.3,"43,36",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,195,45.87,32.3,25.15,30.85,"33,54",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,6,354,51.28,36.17,33.03,40.23,"40,18",2019,24,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR
827.0, 2501,KOTA JAYAPURA,15,1385,54.68,46.24,33.68,71.25,"51,46",2015,25,PAPUA,PAPUA,PAPUA
828.0, 2501,KOTA JAYAPURA,15,1385,78.34,76.44,75.27,78.26,"77,08",2015,25,PAPUA,PAPUA,PAPUA
829.0, 2502,KABUPATEN JAYAPURA,6,568,48.27,34.54,26.78,68.21,"44,45",2015,25,PAPUA,PAPUA,PAPUA
830.0, 2502,KABUPATEN JAYAPURA,6,568,79.33,77.39,78.09,80.89,"78,93",2015,25,PAPUA,PAPUA,PAPUA
831.0, 2503,KABUPATEN BIAK NUMFOR,6,541,40.91,32.71,28.73,68.05,"42,60",2015,25,PAPUA,PAPUA,PAPUA
832.0, 2503,KABUPATEN BIAK NUMFOR,6,541,80.0,79.4,79.26,81.54,"80,05",2015,25,PAPUA,PAPUA,PAPUA
833.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,251,43.19,38.02,32.94,70.98,"46,28",2015,25,PAPUA,PAPUA,PAPUA
834.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,251,75.71,75.18,74.44,77.4,"75,68",2015,25,PAPUA,PAPUA,PAPUA
835.0, 2505,KABUPATEN MERAUKE,13,761,50.38,46.87,31.22,75.09,"50,89",2015,25,PAPUA,PAPUA,PAPUA
836.0, 2505,KABUPATEN MERAUKE,13,761,80.02,77.93,78.98,81.86,"79,70",2015,25,PAPUA,PAPUA,PAPUA
837.0, 2506,KABUPATEN JAYAWIJAYA,5,478,67.91,69.9,71.39,75.59,"71,20",2015,25,PAPUA,PAPUA,PAPUA
838.0, 2506,KABUPATEN JAYAWIJAYA,5,478,75.24,74.14,73.76,78.64,"75,45",2015,25,PAPUA,PAPUA,PAPUA
839.0, 2507,KABUPATEN NABIRE,9,529,37.61,33.39,23.78,74.32,"42,28",2015,25,PAPUA,PAPUA,PAPUA
